WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,Estimates Start After,Unnamed: 60
826,KIR,PCPI,Kiribati,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: IMF Staff Estimates Latest actual data: 2023 Harmonized prices: No Base year: 2023. Base year is 2023M6 Primary domestic currency: Australian dollar Data last updated: 03/2024,32.448,34.947,36.864,39.190,41.323,43.179,46.031,41.331,41.800,44.145,45.889,48.678,50.731,53.830,55.983,58.279,57.307,58.771,60.927,61.996,62.230,65.964,68.059,69.170,68.658,68.417,67.735,70.159,79.746,87.574,84.159,85.419,82.818,81.585,83.302,83.778,85.385,85.688,86.171,84.609,86.769,88.551,93.285,101.940,106.495,109.690,112.432,114.681,116.860,118.963,2023.0,
542,KOR,PCPI,Korea,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2020 Primary domestic currency: South Korean won Data last updated: 03/2024,20.965,25.442,27.271,28.204,28.845,29.555,30.368,31.293,33.530,35.441,38.480,42.071,44.685,46.831,49.765,51.995,54.555,56.977,61.258,61.756,63.151,65.719,67.534,69.908,72.418,74.413,76.081,78.010,81.656,83.906,86.373,89.850,91.815,93.010,94.196,94.861,95.783,97.645,99.086,99.466,100.000,102.498,107.715,111.585,114.399,116.687,119.021,121.402,123.830,126.306,2023.0,
967,UVK,PCPI,Kosovo,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2022 Harmonized prices: No Base year: 2016 Primary domestic currency: Euro Data last updated: 02/2024,,,,,,,,,,,,,,,,,,,,,67.987,75.916,77.961,78.859,78.019,76.939,77.429,80.788,88.336,86.199,89.217,95.751,98.137,99.866,100.290,99.761,100.000,101.495,102.609,105.396,105.626,109.118,121.857,128.222,132.698,135.696,138.237,141.002,143.822,146.698,2022.0,
443,KWT,PCPI,Kuwait,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: Ministry of Planning and Central Statistical Office Latest actual data: 2023 Harmonized prices: No Base year: 2013 Primary domestic currency: Kuwaiti dinar Data last updated: 03/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.100,104.033,107.442,110.608,112.333,112.958,114.192,116.592,120.583,125.383,129.950,134.067,137.724,141.037,144.044,146.705,149.284,2023.0,
917,KGZ,PCPI,Kyrgyz Republic,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2010 Primary domestic currency: Kyrgyz som Data last updated: 03/2024,,,,,,,,,,,,,0.354,4.195,11.775,16.741,22.089,27.265,30.117,40.929,48.987,52.377,53.494,55.086,57.350,59.838,63.161,69.622,86.693,92.620,100.000,116.636,119.865,127.793,137.421,146.358,146.927,151.593,153.931,155.680,165.523,185.235,211.001,233.782,249.414,265.938,280.660,294.041,305.803,318.035,2023.0,
544,LAO,PCPI,Lao P.D.R.,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2022 Harmonized prices: No Base year: 2015. 2015M12=100 Primary domestic currency: Lao kip Data last updated: 03/2024,0.172,0.231,0.393,0.638,0.812,1.743,2.353,2.496,2.866,4.577,3.372,3.826,4.202,4.440,4.780,5.692,6.782,8.107,15.416,35.211,38.157,41.137,45.511,52.560,58.062,62.224,66.297,69.387,74.681,74.786,79.260,85.259,88.887,94.551,98.455,99.713,101.305,102.141,104.225,107.688,113.185,117.433,144.395,189.489,230.229,264.188,282.681,291.162,299.897,308.894,2022.0,
941,LVA,PCPI,Latvia,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: Eurostat Latest actual data: 2023 Harmonized prices: Yes Base year: 2015 Primary domestic currency: Euro Data last updated: 03/2024,,,,,,,,,,,,,11.178,23.384,31.779,39.724,46.715,50.487,52.655,53.768,55.184,56.578,57.689,59.385,63.059,67.404,71.833,79.075,91.137,94.107,92.955,96.880,99.094,99.105,99.789,100.002,100.101,102.998,105.628,108.530,108.618,112.136,131.473,143.382,146.183,151.462,154.793,158.277,161.855,165.606,2023.0,
446,LBN,PCPI,Lebanon,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2013. December 2013=100 Primary domestic currency: Lebanese pound Data last updated: 03/2024,0.046,0.055,0.065,0.070,0.082,0.140,0.273,1.602,4.085,7.035,11.881,17.836,35.644,44.461,48.123,53.070,57.783,62.260,65.092,65.249,65.017,64.778,65.917,66.753,67.869,66.901,69.639,72.465,80.217,81.192,84.408,88.617,94.442,99.692,100.817,97.025,96.242,100.558,106.650,109.733,202.875,516.842,"1,401.650",,,,,,,,2023.0,
666,LSO,PCPI,Lesotho,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2022 Primary domestic currency: Lesotho loti Data last updated: 03/2024,2.823,3.168,3.561,4.186,4.639,5.253,6.207,6.929,7.732,8.879,9.897,11.665,13.653,15.533,16.659,18.319,19.978,21.686,23.373,25.393,26.950,28.815,32.434,34.758,36.505,37.759,40.053,43.262,47.897,51.432,53.230,55.911,59.294,62.179,65.518,67.627,72.088,75.294,78.872,82.963,87.093,92.360,100.000,106.343,113.132,119.188,125.655,132.067,138.672,145.606,2023.0,
668,LBR,PCPI,Liberia,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,"Source: Central Bank of Liberia; Publish growth rate from 2000 only, no data prior to 1999 due to civil war in the country. Latest actual data: 2022 Harmonized prices: No Base year: 2000. 12-month average Primary domestic currency: US dollar Data last updated: 02/2024",,,,,,,,,,,,,,,,,,,93.121,94.967,100.000,112.149,128.030,141.256,146.277,156.436,171.319,190.834,224.212,240.864,258.426,280.358,299.511,322.208,353.972,381.375,415.104,466.720,576.618,732.129,856.247,923.170,993.267,"1,093.532","1,162.911","1,222.347","1,284.315","1,347.881","1,413.604","1,481.895",2022.0,
672,LBY,PCPI,Libya,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: Bureau of Statistics and Census Libya Latest actual data: 2022. Latest actual data point is November 2023 Harmonized prices: No Base year: 2003 Primary domestic currency: Libyan dinar Data last updated: 02/2024,34.644,39.215,44.628,49.319,55.454,60.506,62.551,65.318,67.363,70.370,70.877,79.170,86.652,93.128,103.066,111.664,116.126,120.291,124.765,127.977,124.256,113.273,102.101,100.000,101.252,103.943,105.466,112.017,123.667,126.695,129.808,150.450,159.585,163.725,167.708,184.498,232.232,292.287,333.130,323.568,328.318,337.772,353.005,365.108,375.562,386.315,397.376,408.754,419.235,429.985,2022.0,
946,LTU,PCPI,Lithuania,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office. Data from Statistics Lithuania: http://www.stat.gov.lt/en/ Latest actual data: 2023 Notes: The Department of Statistics publishes an CPI index consistent with the harmonized EU methodology (HICP) from 1995. Harmonized prices: Yes Base year: 2015 Primary domestic currency: Euro Data last updated: 03/2024,,,,,,,,,,,,,,,,47.485,58.450,63.556,66.968,67.935,68.678,69.743,69.977,69.223,70.023,71.893,74.594,78.934,87.689,91.338,92.426,96.238,99.283,100.438,100.682,100.000,100.678,104.422,107.065,109.466,110.628,115.745,137.572,149.520,151.703,155.239,158.721,162.333,166.063,169.919,2023.0,
137,LUX,PCPI,Luxembourg,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2022 Harmonized prices: Yes Base year: 2015 Primary domestic currency: Euro Data last updated: 03/2024,36.734,39.700,43.415,47.179,49.838,51.878,52.034,51.982,52.709,54.502,56.518,58.270,60.135,62.300,63.670,64.880,65.630,66.530,67.177,67.863,70.429,72.123,73.605,75.466,77.914,80.844,83.239,85.449,88.946,88.953,91.439,94.848,97.588,99.246,99.934,99.993,100.037,102.149,104.211,105.931,105.937,109.611,118.544,122.017,125.115,128.987,131.650,134.303,136.956,139.777,2022.0,
546,MAC,PCPI,Macao SAR,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2008 Primary domestic currency: Macanese pataca Data last updated: 03/2024,,,,,,,,,,,,,,,,,,,,,,82.091,79.926,78.677,79.449,82.941,87.213,92.072,100.000,101.169,104.011,110.051,116.772,123.195,130.646,136.604,139.840,141.558,145.811,149.823,151.039,151.080,152.658,154.087,156.707,160.233,164.078,168.180,172.385,176.695,2023.0,
674,MDG,PCPI,Madagascar,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2016 Primary domestic currency: Malagasy ariary Data last updated: 03/2024,1.115,1.455,1.919,2.292,2.515,2.781,3.184,3.676,4.644,5.063,5.664,6.147,7.043,7.746,10.767,16.046,19.217,20.081,21.328,22.861,25.506,27.525,32.066,31.520,35.919,42.515,47.092,51.937,56.765,61.848,67.567,73.974,78.201,82.757,87.789,94.290,100.000,108.590,117.927,124.558,129.775,137.327,148.528,163.175,175.884,188.796,201.813,214.824,227.713,241.262,2023.0,
676,MWI,PCPI,Malawi,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2021 Primary domestic currency: Malawian kwacha Data last updated: 03/2024,0.101,0.113,0.124,0.141,0.169,0.187,0.214,0.267,0.358,0.402,0.450,0.487,0.600,0.737,0.992,1.817,2.503,2.732,3.545,5.132,6.650,8.160,9.363,10.260,11.432,13.200,15.038,16.232,17.647,19.132,20.549,22.116,26.825,34.411,42.592,51.903,63.180,70.471,76.965,84.183,91.455,100.000,120.839,157.447,201.361,231.012,249.777,266.727,284.028,302.502,2023.0,
548,MYS,PCPI,Malaysia,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office. From Department of Statistics Malaysia (DOS) downloaded via CEIC Latest actual data: 2023 Harmonized prices: No Base year: 2010 Primary domestic currency: Malaysian ringgit Data last updated: 03/2024,41.273,45.276,47.917,49.692,51.632,52.968,53.153,53.545,53.700,55.073,56.749,59.205,62.034,64.234,66.603,68.913,71.311,73.204,77.078,79.184,80.412,81.560,83.022,83.913,85.105,87.692,90.867,92.708,97.742,98.325,100.017,103.192,104.908,107.117,110.483,112.808,115.150,119.525,120.683,121.483,120.100,123.075,127.233,130.400,134.042,137.412,140.397,143.272,146.194,149.204,2023.0,
556,MDV,PCPI,Maldives,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: Central Bank Latest actual data: 2022 Harmonized prices: No Base year: 2019. We use August 2019 as the base month Primary domestic currency: Maldivian rufiyaa Data last updated: 03/2024,13.529,15.031,14.909,16.384,16.547,15.031,16.399,18.318,19.506,20.903,24.152,27.171,31.751,38.141,39.432,41.596,44.194,47.543,46.872,48.258,47.690,48.011,48.456,47.098,50.083,51.315,53.111,56.720,63.550,66.429,70.514,78.463,87.009,90.487,92.702,93.974,94.727,96.879,98.203,99.505,97.919,98.128,100.680,103.314,107.216,110.433,112.683,114.936,117.235,119.580,2022.0,
678,MLI,PCPI,Mali,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: Yes. HCPI follows common methodology for WAEMU countries Base year: 2000 Primary domestic currency: CFA franc Data last updated: 03/2024,48.556,54.730,56.838,62.807,69.536,75.848,74.796,63.624,69.317,69.208,70.321,71.381,67.164,66.783,83.004,92.669,98.647,97.983,101.969,100.783,100.000,105.184,110.476,109.040,105.635,112.386,114.130,115.743,126.365,129.368,130.915,134.785,141.930,141.107,142.366,144.405,141.803,145.189,147.965,143.482,144.172,149.663,164.231,167.602,169.278,172.663,176.117,179.639,183.232,186.896,2023.0,
181,MLT,PCPI,Malta,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office. Eurostat Latest actual data: 2023 Harmonized prices: Yes Base year: 2015 Primary domestic currency: Euro Data last updated: 03/2024,42.531,47.469,50.230,49.766,49.545,49.428,50.432,50.642,51.121,51.563,53.097,54.453,55.457,57.693,60.075,62.462,63.688,66.184,68.615,70.189,72.316,74.137,76.083,77.558,79.668,81.683,83.782,84.379,88.325,89.947,91.774,94.083,97.118,98.080,98.842,99.996,100.893,102.166,103.938,105.518,106.355,107.115,113.676,120.104,123.540,126.153,128.709,131.281,133.904,136.582,2023.0,
867,MHL,PCPI,Marshall Islands,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: FY2021/22 Harmonized prices: No Base year: FY2002/03. Base Year is 2003 Quarter 1 Primary domestic currency: US dollar Data last updated: 02/2024,,,,,,,,,,,,,,,,,,,,,,,,100.498,102.523,106.099,111.680,114.614,131.427,132.058,134.395,141.587,147.732,150.466,152.119,148.716,146.475,146.549,147.723,147.561,146.590,149.883,154.731,165.180,172.201,176.155,179.678,183.272,186.937,190.676,2022.0,
682,MRT,PCPI,Mauritania,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: Yes Base year: 2005. Base year for quarterly data is 2019 Primary domestic currency: New Mauritanian ouguiya Data last updated: 02/2024,,,,,,,,,,,39.354,41.569,45.785,50.076,52.143,55.555,58.156,60.846,65.732,68.411,70.637,73.967,76.849,80.808,89.186,100.000,106.241,113.948,122.438,125.054,132.885,140.441,147.326,153.413,159.200,159.974,162.329,166.012,171.081,175.026,179.195,185.572,203.300,213.361,219.303,228.075,237.198,246.686,256.553,266.815,2023.0,
